id,name,type,subCategory,category,location,district,tier,rating,description,image,phone,website,lat,lng,socialFacebook,socialInstagram
service-fishing-trincomalee-1,Trincomalee Fishing Charters,service,Fishing,Water Sports,"Trincomalee Town, Trincomalee",Trincomalee,featured,4.4,"Traditional and deep-sea fishing charters departing from Trincomalee Town.",https://placehold.co/800x600?text=Trincomalee%20Fishing%20Charters,+94 026 211 7939,https://www.trincomalee-fishing-charters.lk,8.5899,81.2242,https://facebook.com/trincomaleefishingcharters,https://instagram.com/trincomaleefishingcharters
service-fishing-trincomalee-2,Nilaveli Deep Sea Fishing Trips,service,Fishing,Water Sports,"Nilaveli, Trincomalee",Trincomalee,,4.1,"Traditional and deep-sea fishing charters departing from Nilaveli.",https://placehold.co/800x600?text=Nilaveli%20Deep%20Sea%20Fishing%20Trips,+94 026 216 5291,https://www.nilaveli-deep-sea-fishing-trips.lk,8.6932,81.1821,https://facebook.com/nilavelideepseafishingtrips,https://instagram.com/nilavelideepseafishingtrips
service-fishing-batticaloa-1,Batticaloa Fishing Charters,service,Fishing,Water Sports,"Batticaloa Town, Batticaloa",Batticaloa,,4.3,"Traditional and deep-sea fishing charters departing from Batticaloa Town.",https://placehold.co/800x600?text=Batticaloa%20Fishing%20Charters,+94 065 271 1158,https://www.batticaloa-fishing-charters.lk,7.7089,81.7089,https://facebook.com/batticaloafishingcharters,https://instagram.com/batticaloafishingcharters
service-fishing-batticaloa-2,Kallady Deep Sea Fishing Trips,service,Fishing,Water Sports,"Kallady, Batticaloa",Batticaloa,,4.3,"Traditional and deep-sea fishing charters departing from Kallady.",https://placehold.co/800x600?text=Kallady%20Deep%20Sea%20Fishing%20Trips,+94 065 219 9938,https://www.kallady-deep-sea-fishing-trips.lk,7.7074,81.7141,https://facebook.com/kalladydeepseafishingtrips,https://instagram.com/kalladydeepseafishingtrips
service-fishing-ampara-1,Arugam Fishing Charters,service,Fishing,Water Sports,"Arugam Bay, Ampara",Ampara,,4.2,"Traditional and deep-sea fishing charters departing from Arugam Bay.",https://placehold.co/800x600?text=Arugam%20Fishing%20Charters,+94 063 255 3088,https://www.arugam-fishing-charters.lk,6.8308,81.834,https://facebook.com/arugamfishingcharters,https://instagram.com/arugamfishingcharters
service-fishing-ampara-2,Pottuvil Deep Sea Fishing Trips,service,Fishing,Water Sports,"Pottuvil, Ampara",Ampara,featured,4.5,"Traditional and deep-sea fishing charters departing from Pottuvil.",https://placehold.co/800x600?text=Pottuvil%20Deep%20Sea%20Fishing%20Trips,+94 063 205 6862,https://www.pottuvil-deep-sea-fishing-trips.lk,6.8639,81.8233,https://facebook.com/pottuvildeepseafishingtrips,https://instagram.com/pottuvildeepseafishingtrips
service-boat-tours-trincomalee-1,Trincomalee Boat Safari Tours,service,Boat Tours,Water Sports,"Trincomalee Town, Trincomalee",Trincomalee,,4,"Scenic boat and lagoon tours around Trincomalee Town, including sunset cruises.",https://placehold.co/800x600?text=Trincomalee%20Boat%20Safari%20Tours,+94 026 299 7658,https://www.trincomalee-boat-safari-tours.lk,8.5928,81.2383,https://facebook.com/trincomaleeboatsafaritours,https://instagram.com/trincomaleeboatsafaritours
service-boat-tours-trincomalee-2,Nilaveli Lagoon Boat Rides,service,Boat Tours,Water Sports,"Nilaveli, Trincomalee",Trincomalee,featured,4.5,"Scenic boat and lagoon tours around Nilaveli, including sunset cruises.",https://placehold.co/800x600?text=Nilaveli%20Lagoon%20Boat%20Rides,+94 026 230 3662,https://www.nilaveli-lagoon-boat-rides.lk,8.7095,81.1895,https://facebook.com/nilavelilagoonboatrides,https://instagram.com/nilavelilagoonboatrides
service-boat-tours-batticaloa-1,Batticaloa Boat Safari Tours,service,Boat Tours,Water Sports,"Batticaloa Town, Batticaloa",Batticaloa,featured,4.5,"Scenic boat and lagoon tours around Batticaloa Town, including sunset cruises.",https://placehold.co/800x600?text=Batticaloa%20Boat%20Safari%20Tours,+94 065 203 3938,https://www.batticaloa-boat-safari-tours.lk,7.7214,81.6966,https://facebook.com/batticaloaboatsafaritours,https://instagram.com/batticaloaboatsafaritours
service-boat-tours-batticaloa-2,Kallady Lagoon Boat Rides,service,Boat Tours,Water Sports,"Kallady, Batticaloa",Batticaloa,featured,4.6,"Scenic boat and lagoon tours around Kallady, including sunset cruises.",https://placehold.co/800x600?text=Kallady%20Lagoon%20Boat%20Rides,+94 065 285 5065,https://www.kallady-lagoon-boat-rides.lk,7.712,81.7224,https://facebook.com/kalladylagoonboatrides,https://instagram.com/kalladylagoonboatrides
service-boat-tours-batticaloa-3,Pasikudah Boat Safari Tours,service,Boat Tours,Water Sports,"Pasikudah, Batticaloa",Batticaloa,,4,"Scenic boat and lagoon tours around Pasikudah, including sunset cruises.",https://placehold.co/800x600?text=Pasikudah%20Boat%20Safari%20Tours,+94 065 204 8711,https://www.pasikudah-boat-safari-tours.lk,7.9277,81.573,https://facebook.com/pasikudahboatsafaritours,https://instagram.com/pasikudahboatsafaritours
service-boat-tours-ampara-1,Arugam Boat Safari Tours,service,Boat Tours,Water Sports,"Arugam Bay, Ampara",Ampara,,4.2,"Scenic boat and lagoon tours around Arugam Bay, including sunset cruises.",https://placehold.co/800x600?text=Arugam%20Boat%20Safari%20Tours,+94 063 239 4728,https://www.arugam-boat-safari-tours.lk,6.8345,81.8399,https://facebook.com/arugamboatsafaritours,https://instagram.com/arugamboatsafaritours
service-safari-trincomalee-1,Trincomalee Jeep Safari Operators,service,Safari,Tours,"Trincomalee Town, Trincomalee",Trincomalee,,4.3,"Jeep safari operator running trips from Trincomalee Town to nearby national parks.",https://placehold.co/800x600?text=Trincomalee%20Jeep%20Safari%20Operators,+94 026 235 2137,https://www.trincomalee-jeep-safari-operators.lk,8.5926,81.2289,https://facebook.com/trincomaleejeepsafarioperators,https://instagram.com/trincomaleejeepsafarioperators
service-safari-trincomalee-2,Nilaveli Wildlife Safari Tours,service,Safari,Tours,"Nilaveli, Trincomalee",Trincomalee,featured,4.4,"Jeep safari operator running trips from Nilaveli to nearby national parks.",https://placehold.co/800x600?text=Nilaveli%20Wildlife%20Safari%20Tours,+94 026 251 9785,https://www.nilaveli-wildlife-safari-tours.lk,8.6966,81.1739,https://facebook.com/nilaveliwildlifesafaritours,https://instagram.com/nilaveliwildlifesafaritours
service-safari-batticaloa-1,Batticaloa Jeep Safari Operators,service,Safari,Tours,"Batticaloa Town, Batticaloa",Batticaloa,featured,4.6,"Jeep safari operator running trips from Batticaloa Town to nearby national parks.",https://placehold.co/800x600?text=Batticaloa%20Jeep%20Safari%20Operators,+94 065 233 3925,https://www.batticaloa-jeep-safari-operators.lk,7.7183,81.7097,https://facebook.com/batticaloajeepsafarioperators,https://instagram.com/batticaloajeepsafarioperators
service-safari-ampara-1,Arugam Jeep Safari Operators,service,Safari,Tours,"Arugam Bay, Ampara",Ampara,,4,"Jeep safari operator running trips from Arugam Bay to nearby national parks.",https://placehold.co/800x600?text=Arugam%20Jeep%20Safari%20Operators,+94 063 276 8119,https://www.arugam-jeep-safari-operators.lk,6.8369,81.8424,https://facebook.com/arugamjeepsafarioperators,https://instagram.com/arugamjeepsafarioperators
service-safari-ampara-2,Pottuvil Wildlife Safari Tours,service,Safari,Tours,"Pottuvil, Ampara",Ampara,,4.3,"Jeep safari operator running trips from Pottuvil to nearby national parks.",https://placehold.co/800x600?text=Pottuvil%20Wildlife%20Safari%20Tours,+94 063 265 2894,https://www.pottuvil-wildlife-safari-tours.lk,6.8674,81.8298,https://facebook.com/pottuvilwildlifesafaritours,https://instagram.com/pottuvilwildlifesafaritours
service-photography-spots-trincomalee-1,Trincomalee Photography Tours,service,Photography Spots,Tours,"Trincomalee Town, Trincomalee",Trincomalee,,4.1,"Guided photography tours around Trincomalee Town, covering sunrise, wildlife and coastal shots.",https://placehold.co/800x600?text=Trincomalee%20Photography%20Tours,+94 026 290 8144,https://www.trincomalee-photography-tours.lk,8.5733,81.2418,https://facebook.com/trincomaleephotographytours,https://instagram.com/trincomaleephotographytours
service-photography-spots-trincomalee-2,Nilaveli Scenic Shoot Guides,service,Photography Spots,Tours,"Nilaveli, Trincomalee",Trincomalee,,4.3,"Guided photography tours around Nilaveli, covering sunrise, wildlife and coastal shots.",https://placehold.co/800x600?text=Nilaveli%20Scenic%20Shoot%20Guides,+94 026 292 4228,https://www.nilaveli-scenic-shoot-guides.lk,8.6973,81.1747,https://facebook.com/nilaveliscenicshootguides,https://instagram.com/nilaveliscenicshootguides
service-photography-spots-batticaloa-1,Batticaloa Photography Tours,service,Photography Spots,Tours,"Batticaloa Town, Batticaloa",Batticaloa,featured,4.4,"Guided photography tours around Batticaloa Town, covering sunrise, wildlife and coastal shots.",https://placehold.co/800x600?text=Batticaloa%20Photography%20Tours,+94 065 242 6143,https://www.batticaloa-photography-tours.lk,7.72,81.6925,https://facebook.com/batticaloaphotographytours,https://instagram.com/batticaloaphotographytours
service-photography-spots-ampara-1,Arugam Photography Tours,service,Photography Spots,Tours,"Arugam Bay, Ampara",Ampara,featured,4.5,"Guided photography tours around Arugam Bay, covering sunrise, wildlife and coastal shots.",https://placehold.co/800x600?text=Arugam%20Photography%20Tours,+94 063 264 6067,https://www.arugam-photography-tours.lk,6.8433,81.8332,https://facebook.com/arugamphotographytours,https://instagram.com/arugamphotographytours
service-photography-spots-ampara-2,Pottuvil Scenic Shoot Guides,service,Photography Spots,Tours,"Pottuvil, Ampara",Ampara,featured,4.4,"Guided photography tours around Pottuvil, covering sunrise, wildlife and coastal shots.",https://placehold.co/800x600?text=Pottuvil%20Scenic%20Shoot%20Guides,+94 063 270 3085,https://www.pottuvil-scenic-shoot-guides.lk,6.8635,81.8316,https://facebook.com/pottuvilscenicshootguides,https://instagram.com/pottuvilscenicshootguides
